"Fecha","Archivo","Directorio","Linea","TextoOriginal","TextoCorregido","Modo"
"2026-08-08 22:46:56","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","329","Ã­","í","APLICADO"
"2026-08-08 22:46:57","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","332","Ã­","í","APLICADO"
"2026-08-08 22:46:58","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","333","Ã±","ñ","APLICADO"
"2026-08-08 22:46:58","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","337","Ã­","í","APLICADO"
"2026-08-08 22:46:59","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","360","Ã³","ó","APLICADO"
"2026-08-08 22:47:00","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","361","Ã³","ó","APLICADO"
"2026-08-08 22:47:00","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","364","Ã³","ó","APLICADO"
"2026-08-08 22:47:01","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","373","Ã­","í","APLICADO"
"2026-08-08 22:47:01","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","394","Â·","·","APLICADO"
"2026-08-08 22:47:02","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","394","Ã³","ó","APLICADO"
"2026-08-08 22:47:03","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","395","Ã­","í","APLICADO"
"2026-08-08 22:47:03","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","407","â”€â”€","──","APLICADO"
"2026-08-08 22:47:04","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","407","â†’","→","APLICADO"
"2026-08-08 22:47:04","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","407","â†’","→","APLICADO"
"2026-08-08 22:47:05","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","407","â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€","────────────────","APLICADO"
"2026-08-08 22:47:05","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","412","Ã­","í","APLICADO"
"2026-08-08 22:47:05","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","421","Ã¡","á","APLICADO"
"2026-08-08 22:47:06","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","422","Ã¡","á","APLICADO"
"2026-08-08 22:47:06","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","425","Ã³","ó","APLICADO"
"2026-08-08 22:47:07","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","431","Ã­","í","APLICADO"
"2026-08-08 22:47:07","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","436","Ã³","ó","APLICADO"
"2026-08-08 22:47:08","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","477","Ã­","í","APLICADO"
"2026-08-08 22:47:08","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","481","Ã³","ó","APLICADO"
"2026-08-08 22:47:09","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","486","Ã­","í","APLICADO"
"2026-08-08 22:47:09","scoreDirectorView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","493","Ã­","í","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","2","â€”","—","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","6","â€”","—","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","12","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","12","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","13","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","20","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","20","Ã­","í","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","20","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","21","â‰¥","≥","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","24","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","28","â€”","—","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","29","â€”","—","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","29","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","30","â€”","—","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","47","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","48","Ã©","é","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","49","Ã³","ó","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","51","Ã­","í","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","53","Ã©","é","APLICADO"
"2026-08-08 22:47:10","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","65","Ã­","í","APLICADO"
"2026-08-08 22:47:11","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","188","â€”","—","APLICADO"
"2026-08-08 22:47:11","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","247","ðŸ”","🔍","APLICADO"
"2026-08-08 22:47:11","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","301","Ã³","ó","APLICADO"
"2026-08-08 22:47:12","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","310","Ã³","ó","APLICADO"
"2026-08-08 22:47:12","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","472","Ã³","ó","APLICADO"
"2026-08-08 22:47:13","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","486","â€”","—","APLICADO"
"2026-08-08 22:47:13","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","494","Ã³","ó","APLICADO"
"2026-08-08 22:47:14","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","511","Ã¡","á","APLICADO"
"2026-08-08 22:47:14","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","535","Ã³","ó","APLICADO"
"2026-08-08 22:47:15","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","535","Ã³","ó","APLICADO"
"2026-08-08 22:47:16","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","543","Ã³","ó","APLICADO"
"2026-08-08 22:47:17","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","545","Ã³","ó","APLICADO"
"2026-08-08 22:47:18","tareasView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\views","682","Ã­","í","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","2","â€”","—","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","3","Ã­","í","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","4","Ã¡","á","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","6","Ã­","í","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","8","â†’","→","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","93","â€”","—","APLICADO"
"2026-08-08 22:47:18","taskAttachmentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","94","â€”","—","APLICADO"
"2026-08-08 22:47:19","taskCommentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","2","â€”","—","APLICADO"
"2026-08-08 22:47:19","taskCommentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","5","â†’","→","APLICADO"
"2026-08-08 22:47:19","taskCommentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","32","Ãº","ú","APLICADO"
"2026-08-08 22:47:19","taskCommentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","40","Ã³","ó","APLICADO"
"2026-08-08 22:47:19","taskCommentsPanel.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","59","Ã­","í","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","2","â€”","—","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","3","â†’","→","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","4","Ã³","ó","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","6","â†’","→","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","53","â€”","—","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","54","â€”","—","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","67","Ã³","ó","APLICADO"
"2026-08-08 22:47:19","taskHistoryTimeline.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\hermes\components","74","Â·","·","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","2","â€”","—","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","2","Ã³","ó","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","7","Ã³","ó","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","55","Ã¡","á","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","106","Ã¡","á","APLICADO"
"2026-08-08 22:47:26","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","137","Ã¡","á","APLICADO"
"2026-08-08 22:47:27","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","138","Ã¡","á","APLICADO"
"2026-08-08 22:47:27","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","164","Ã¡","á","APLICADO"
"2026-08-08 22:47:27","departamentosView.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\departamentos\views","164","Ã¡","á","APLICADO"
"2026-08-08 22:47:33","clasesUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\clases\utils","6","Ã³","ó","APLICADO"
"2026-08-08 22:47:33","clasesUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\clases\utils","36","Ã­","í","APLICADO"
"2026-08-08 22:47:33","clasesUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\clases\utils","98","Ã­","í","APLICADO"
"2026-08-08 22:47:33","clasesUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\clases\utils","149","Ã³","ó","APLICADO"
"2026-08-08 22:47:33","clasesUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\clases\utils","169","Ãº","ú","APLICADO"
"2026-08-08 22:47:44","asistenciasUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\asistencias\utils","4","Ã³","ó","APLICADO"
"2026-08-08 22:47:44","asistenciasUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\asistencias\utils","59","Ã­","í","APLICADO"
"2026-08-08 22:47:44","asistenciasUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\asistencias\utils","123","Ãº","ú","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","4","Ã³","ó","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","20","Ã¡","á","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","30","Ã©","é","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","45","Ã­","í","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","45","Ã©","é","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","78","Ãº","ú","APLICADO"
"2026-08-08 22:47:47","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","115","Ã©","é","APLICADO"
